descripcion,categoria
MAESTRO HOME CENTER BARRANQUILLA,Vivienda
FARMATODO APROB074438,Salud
OXXO LATAM,Alimentación
FERRETERIA EL TORNILLO STORE,Vivienda
PAGO SERV GASCO,Servicios
COMPRA DENTAL PLUS ROSARIO,Salud
CARGO RAPPI RESTAURANTE,Alimentación
WEB JUAN VALDEZ,Alimentación
COMPRA WEB ADMINISTRACION CONJUNTO RESIDENCIAL,Vivienda
WEB FERRETERIA EL TORNILLO,Vivienda
DAVIPLATA*JUANITO,Servicios
DB FARMACIA GUADALAJARA,Salud
STARBUCKS AUTORIZ 090765,Alimentación
REF NINTENDO ESHOP,Ocio
DENTAL PLUS TARJETA 5170,Salud
PAYLESS MASTERCARD,Compras
YAPE*RUTH,Alimentación
PAGO SERV FERRETERIA EL TORNILLO,Vivienda
DEB LIDER,Alimentación
CUOTA CONDOMINIO*995611,Vivienda
PAGO ONLINE ALIEXPRESS,Compras
COSTANERA CENTER MASTERCARD,Compras
COD AVIANCA,Transporte
MERCADO PAGO*JENNY 346571,Servicios
COMPRA BODYTECH GYM,Ocio
MERCADO SHOPS STORE,Compras
YOUTUBE PREMIUM MASTERCARD,Ocio
PAGO ONLINE PARAMOUNT PLUS,Ocio
PAGO ONLINE FERRETERIA EL TORNILLO,Vivienda
TEATRO MUNICIPAL #927767,Ocio
APP CODENSA,Servicios
CREPES WAFFLES REF133686,Alimentación
SEARS VISA,Compras
TRANSF A WALMART,Alimentación
PLAZA NORTE COD744142,Compras
NRO OP 039964 APPLE.COM,Compras
TAXI DATUM STORE,Transporte
TERPEL.COM,Transporte
COMPRA WEB LA COMER,Alimentación
INSTITUTO CIBERTEC QUERETARO,Educación
DOMINOS PIZZA*094743,Alimentación
AVIANCA #613733,Transporte
COD NORKYS,Alimentación
TELMEX INTERNET 23/02/24,Servicios
WEB NIKE STORE,Compras
PAGO SERV LIVERPOOL,Compras
KARAOKE BOX CHILE,Ocio
TRX MAPFRE SEGUROS,Servicios
POS CRUZ VERDE,Salud
SEDAPAL APROB610652,Servicios
WALMART LATAM,Alimentación
PAGO TERPEL,Transporte
LATAM AIRLINES LATAM,Transporte
CARGO CLARO,Servicios
TEATRO MUNICIPAL VISA,Ocio
DEB LA POSITIVA SEGUROS,Servicios
DIDI NUNOA,Transporte
PAGO ONLINE COMISION MANTENIMIENTO CUENTA,Servicios
SWISS MEDICAL SAN ISIDRO,Servicios
SURA SEGUROS MASTERCARD,Servicios
PEMEX LATAM,Transporte
WEB RIFA BENEFICA,Otros
PAGO PENSION UNIVERSIDAD AUTORIZ 280799,Educación
ONLINE PALACIO DE HIERRO,Compras
PLAZA NORTE MAR,Compras
POS TEMU,Compras
NRO OP 100788 SEARS,Compras
PAYLESS LATAM,Compras
LABORATORIO ROE AUTORIZ 510941,Salud
UNIVERSIDAD ANDES AUT808443,Educación
MERCADOLIBRE MX,Compras
UNIVERSIDADD ANDES #416981,Educación
CHINA WOK.COM,Alimentación
SIT MEDELLIN AUT555009,Transporte
ONLINE APPLE TV PLUS,Ocio
ONLINE CINEPOLIS,Ocio
MAX.COM COD191198,Ocio
DEB PAGO VARIOS,Otros
NINTENDO ESHOP AUTORIZ 488744,Ocio
AVIANCA TIJUANA,Transporte
RETIRO RIPLEY,Compras
POS SEDAPAL,Servicios
DEB LATAM AIRLINES,Transporte
TRX PETROPERU,Transporte
PAGO A TERCEROS TARJETA 7121,Otros
FARMACIAS DEL AHORRO OP015583,Salud
PAGO SERV ADMINISTRACION EDIFICIO,Vivienda
COMPRA POS MAKRO,Alimentación
WEB PAGO A TERCEROS,Otros
HOSPITAL ANGELES #103170,Salud
FERRETERIA EL TORNILLO MASTERCARD,Vivienda
ITUZAINGO PEAJE SAN ISIDRO,Transporte
CHEDRAUI #277610,Alimentación
TWITCH TARJETA 6665,Ocio
LIDER ARGENTINA,Alimentación
YAPE*DOMINGA,Alimentación
PAGO CONCIERTO LIVE NATION,Ocio
VEA SUPERMERCADO REF354106,Alimentación
COD INMOBILIARIA CENTURY21,Vivienda
COMPRA WEB POLLERIA NORKYS,Alimentación
MERCADO LIBRE MIRAFLORES,Compras
CINEPOLIS PE,Ocio
SUBTE BUENOS AIRES COD679170,Transporte
TRANSFERENCIA VARIOS STORE,Otros
APP CINEPOLIS,Ocio
COD IZZI TELECOM,Servicios
ENVIO WESTERN UNION #635647,Otros
DEB SANCOR SEGUROS,Servicios
BATA TARJETA 5952,Compras
DAVIPLATA*ASDRUBAL,Servicios
REF CRUZ DEL SUR,Transporte
EXITO AUTORIZ 616605,Alimentación
APP DIDI FOOD,Alimentación
DEBITO AUTOMATICO JUMBO,Alimentación
COMPRA INTL RIPLEY,Compras
DEBITO AUTOMATICO EDESUR,Servicios
COMPRA WEB CARULLA,Alimentación
COMISION INTERBANCARIA AUT418514,Servicios
SANCOR SEGUROS OP471727,Servicios
DB CLARO,Servicios
SALCOBRAND VISA,Salud
METRO CABA,Alimentación
COMPRA INTL TRANSFERENCIA VARIOS,Otros
PAGO HIPOTECARIO ROSARIO,Vivienda
COMPRA INTL NETFLIX.COM,Ocio
PARQUE EXPLORA OP736432,Ocio
CARGO PULL BEAR,Compras
VTR BUENOS AIRES,Servicios
POS ADIDAS STORE,Compras
REF BITEL,Servicios
AMAZON PRIME VIDEO REF718256,Ocio
ESTACIONAMIENTO VISA,Transporte
NRO OP 727648 PORTES BANCARIOS,Servicios
EDITORIAL SANTILLANA SAN ISIDRO,Educación
FARMACIA GUADALAJARA APROB052156,Salud
NINTENDO ESHOP SEP,Ocio
PLAZA VESTIR LIMA,Compras
CINE COLOMBIA TARJETA 0704,Ocio
ENVIO WESTERN UNION STORE,Otros
SURA SEGUROS LAS CONDES,Servicios
NEQUI*BERNARDO 318841,Servicios
CARGO BOLETERIA JOINNUS,Ocio
CARGO PARQUE DE LAS LEYENDAS,Ocio
PAGO BATA,Compras
MOVISTAR OP279398,Servicios
EDENOR MIRAFLORES,Servicios
REF PRIMAX,Transporte
7 ELEVEN COD483681,Alimentación
CLINICA RICARDO PALMA*592409,Salud
G500.COM,Transporte
HOSPITAL ANGELES CARTAGENA,Salud
COMPRA PALACIO DE HIERRO ROSARIO,Compras
ARA OP039576,Alimentación
BEAT COD331550,Transporte
SORIANA TARJETA 0689,Alimentación
SCOOTER MOVO*320253,Transporte
COMISION INTERBANCARIA LATAM,Servicios
FERIA DEL LIBRO STORE,Ocio
DEBITO AUOMATICO TOTTUS,Alimentación
CHINA TOWN SAN ISIDRO,Alimentación
TACO BELL REF591420,Alimentación
BATA VISA,Compras
RETIRO EXITO,Alimentación
PARKING PLUS AUTORIZ 088810,Transporte
WEB METRO DE LIMA,Transporte
TRX SUBTE BUENOS AIRES,Transporte
EDENOR APROB343535,Servicios
COMPRA INTL FARMATODO,Salud
REF MUNDO MARINO,Ocio
ONLINE TECNOLOGICO DE MONTERREY,Educación
LATAM AIRLINES AUTORIZ 415972,Transporte
PRESTO 25MAY,Alimentación
NRO OP 426829 G500,Transporte
OLIMPICA LA MOLINA,Alimentación
BOLETERIA JOINNUS #241089,Ocio
AMZN MKTPLACE CO,Compras
COMPRA WEBB TICKETMASTER,Ocio
COMPRA DONACION ONG PEREIRA,Otros
PAGO SERV COSTANERA CENTER,Compras
CEVICHERIA EL RINCON MIRAFLORES,Alimentación
COMPRA UDEMY,Educación
ESTACIONAMIENTO TARJETA 7771,Transporte
PAGO MATRICULA 10/07,Educación
APP COSTANERA CENTER,Compras
DEBITO AUTOMATICO NETFLIX.COM,Ocio
APP TELCEL,Servicios
DB WOM FIBRA,Servicios
SANITAS EPSS CHILE,Servicios
FARMACIA BENAVIDES.COM,Salud
LA REBAJA VIRTUAL VISA,Salud
REF EBAY,Compras
DEB COPA AIRLINES,Transporte
CFE TARJETA 2546,Servicios
REF WALMART,Alimentación
DEBITO AUTOMATICO LIDER,Alimentación
TRANSF A SUBWAY,Alimentación
PLAZAS EXITO ROPA 11MAY,Compras
ONLINE METRO CDMX,Transporte
APP PARDOS CHICKEN,Alimentación
BEAT LATAM,Transporte
TRANSF A D1,Alimentación
CARGO BUS EJECUTIVO,Transporte
NRO OP 937969 LABORATORIO CLINICO ROCHE,Salud
CEVICHERIA EL RINCON #315683,Alimentación
RETIRO BERSHKA,Compras
PAGO APPLE.COM,Compras
ONLINE VIVANDA,Alimentación
CODENSA ARGENTINA,Servicios
YPF AUTORIZ 690582,Transporte
HOMECENTER MIRAFLORES,Vivienda
LA POLAR LATAM,Compras
COMPRA INTL UBER TRIP,Transporte
AVANTEL MIRAFLORES,Servicios
PARDOS CHICKEN AUT485796,Alimentación
TRX MCDONALDS,Alimentación
POS PEDIDOSYA,Alimentación
ONLINE RIPLEY,Compras
CEVICHERIA EL RINCON*558940,Alimentación
TRANSF A NINTENDO ESHOP,Ocio
PAGO CERTIFICACION MASTERCARD,Educación
TICKETMASTER REF752586,Ocio
DEBITO AUTOMATICO BURGER KING,Alimentación
COMPRA POS TRANSMILENIO,Transporte
REF CENTRO MEDICO SAN FELIPE,Salud
REF EDENOR,Servicios
MERCADO SHOPS MAY,Compras
RETIRO COPA AIRLINES,Transporte
DEBITO AUTOMATICO PLAYCENTER,Ocio
AEROMEXICO*173321,Transporte
COMPRA WEB BEMBOS,Alimentación
PAGO SERV TWITCH,Ocio
G500 CCOD658481,Transporte
PLAZAS EXITO ROPA AUT969555,Compras
KARAOKE BOX OCT,Ocio
PAGO SERV DIDI,Transporte
REF PANADERIA SAN JORGE,Alimentación
REF FERIA DEL LIBRO,Ocio
CARGO RIPLEY,Compras
CARGO PAGO HIPOTECARIO,Vivienda
COPEC 23/01/24,Transporte
COMPRA POS NETFLIX.COM,Ocio
COMPRA TC SANITAS EPS,Servicios
SHELL VITACURA,Transporte
NINTENDO ESHOP LIMA,Ocio
SWISS MEDICAL 14JAN,Servicios
APP INMOBILIARIA CENTURY21,Vivienda
APPLE.COM #557089,Compras
DEB EBAY,Compras
CRISTAL PERU,Alimentación
DEB STEAM GAMES,Ocio
ALQUILER DEPARTAMENTO QR,Vivienda
COMPRA POS GIRO INTERNACIONAL,Otros
CODENSA AR,Servicios
DB JOCKEY PLAZA,Compras
DAVIPLATA*ARMANDO,Alimentación
AMAZON PRIME VIDEO MENDOZA,Ocio
COMPRA ADIDAS STORE PALERMO,Compras
CINE COLOMBIA AUTORIZ 197542,Ocio
PAGO DIDI FOOD,Alimentación
WEB MAKRO,Alimentación
COMPRA WEB CRISTAL,Alimentación
DUNKIN MAR,Alimentación
PETROPERU TIJUANA,Transporte
FARMACIA GUADALAJARA #833707,Salud
HOSPITAL ANGELES #191892,Salud
DEB FERRETERIA EL TORNILLO,Vivienda
COMPRA WEB ANTICUCHOS DON JORGE,Alimentación
HBO MAX STORE,Ocio
PARAMOUNT PLUS STORE,Ocio
FARMACIAS DEL AHORRO AUTORIZ 498321,Salud
REF LATAM AIRLINES,Transporte
PAGO TICKETMASTER,Ocio
OPTICA GMO 23-06-2025,Salud
IBERDROLA OP131498,Servicios
TRANSF A ANALISIS CLINICOS UNIDOS,Salud
PAGO ARRIENDO SAN ISIDRO,Vivienda
PERSONAL ARG COD956113,Servicios
REF CUOTA CONDOMINIO,Vivienda
PALACIO DE HIERRO VISA,Compras
AT&T MEXICO AUTORIZ 201390,Servicios
EBAY MASTERCARD,Compras
COMPRA HBO MAX,Ocio
MOVISTAR FIBRA MAY,Servicios
AMAZON MIRAFLORES,Compras
TEATRO MUNICIPAL AUTORIZ 170834,Ocio
PARQUE ARAUCO OP815675,Compras
COMPRA INTL SWISS MEDICAL,Servicios
COMPRA INTL PULL BEAR,Compras
ANALISIS CLINICOS UNIDOS AUT501131,Salud
PAGO SERV AGUAS ANDIAS,Servicios
COMPRA TC EDENOR,Servicios
AMAZON PRIME VIDEO COD740233,Ocio
PLAZA VEA SHOP VISA,Compras
PAGO ONLINE JUMBO,Alimentación
PAGO SERV BURGER KING,Alimentación
NINTENDO ESHOP QR,Ocio
NRO OP 892791 PLATZI,Educación
GIRRO INTERNACIONAL PE,Otros
PLAZA VESTIR TARJETA 3325,Compras
CLARO SHOP 11-02-2025,Compras
RETIRO TECNOLOGICO DE MONTERREY,Educación
ZARA APROB315226,Compras
SHELL AR,Transporte
ONLINE CLINICA SHAIO,Salud
SEARS COD344386,Compras
TRX CRUZ VERDE,Salud
AMAZON COYOACAN,Compras
PARAMOUNT PLUS LIMA,Ocio
RAPPI RESTAURANTEE OP307133,Alimentación
WEB EDENOR,Servicios
REF CABIFY,Transporte
COMISION MANTENIMIENTO CUENTA SAN ISIDRO,Servicios
POS FERRETERIA EL TORNILLO,Vivienda
SPOTIFY APROB798195,Ocio
IBERDROLA #686251,Servicios
APP YPF,Transporte
CARGO KARAOKE BOX,Ocio
COMPRA H&M CALLAO,Compras
FARMACIA BENAVIDES ATAM,Salud
TWITCH REF409837,Ocio
SEDAPAL 24/04/24,Servicios
DEBITO AUTOMTAICO CONSULTORIO DENTAL SONRIE,Salud
DEPOSITO VARIOS VISA,Otros
WEB OPTICA GMO,Salud
CINE COLOMBIA VISA,Ocio
COPPEL AUT171158,Compras
STARBUCKS AUT037131,Alimentación
COMPRA CABIFY BARRANQUILLA,Transporte
MODO*ÁNGELA,Alimentación
FRISBY AUT818800,Alimentación
APP DENTAL PLUS,Salud
MOVISTAR AR,Servicios
APP PLAZAS EXITO ROPA,Compras
CUOTA CONDOMINIO TARJETA 6205,Vivienda
ENEX AGO,Transporte
COMPRA INTL TEATRO MUNICIPAL,Ocio
SHEIN LATAM,Compras
AMZN MKTPLACE*736120,Compras
AMAZON PE,Compras
COMPRA WEB ENEX,Transporte
DEBITO AUTOMATICO CEVICHERIA EL RINCON,Alimentación
NRO OP 263687 VIVANDA,Alimentación
SAGA FALABELLA 04/05,Compras
COMPRA WEB UBER TRIP,Transporte
WEB CENTRO MEDICO SAN FELIPE,Salud
COMPRA TOTTUS MAR DEL PLATA,Alimentación
MUSEO INTERACTIVO MASTERCARD,Ocio
CARGO OPTICA GOM,Salud
TRX DEEZER,Ocio
UNIVERSIDAD PACIFICO LIMA,Educación
ONLINE ADIDAS STORE,Compras
ML*COMPRA.COM,Compras
CRUZ VERDE PE,Salud
LIVERPOOL #159973,Compras
BODYTECH GYM OP707716,Ocio
POS IN DRIVER,Transporte
COMPRA COTO LA PLATA,Alimentación
PAGO SERV BITEL,Servicios
ENEL AGO,Servicios
POS CHEDRAUI,Alimentación
DAVIPLATA*DANI,Alimentación
NRO OP 009274 COMISION MANTENIMIENTO CUENTA,Servicios
PAGO ARRIENDO AUTORIZ 436523,Vivienda
TEMU APROB075449,Compras
DEB COPPEL,Compras
NRO OP 949159 REPSOL,Transporte
FALABELLA STORE,Compras
REF VIVANDA,Alimentación
APP FARMATODO,Salud
NRO OP 796136 JUAN VALDEZ,Alimentación
DEB IZZI TELECOM,Servicios
PRESTO COD813591,Alimentación
ENEX LATAM,Transporte
COMPRA POS AJUSTE CONTABLE,Otros
PALACIO DE HIERRO LIMA,Compras
NRO OP 158560 SPOTIFY,Ocio
COMPRA INTL SHEIN,Compras
TRANSF A BODYTECH GYM,Ocio
PARQUE EXPLORA OP648234,Ocio
HBO MAX*671277,Ocio
COMPRA AEROMEXICO MONTERREY,Transporte
COMPRA TC KFC,Alimentación
CMPRA AVIANCA,Transporte
PAGO ONLINE PALACIO DE HIERRO,Compras
COMPRA INTL PLATZI,Educación
WEB APPLE TV PLUS,Ocio
PAGO PENSION UNIVERSIDAD MX,Educación
COMPRA HBO MAX LA PLATA,Ocio
PULL BEAR OP188296,Compras
TRX PEDIDOSYA,Alimentación
TERPEL PALERMO,Transporte
NEQUI*ILDEFONSO,Alimentación
COMPRA WEB CINEMARK,Ocio
DEB COOMEVA EPS,Servicios
COMPRA POS SANTA ISABEL,Alimentación
COMPRA TC AMAZON,Compras
HOSPITAL ITALIANO QR,Salud
PETROPERU SAN ISIDRO,Transporte
COMPRA INTL BURGER KING,Alimentación
COMPRA TC EDESUR,Servicios
SHELL SAN ISIDRO,Transporte
TERPEL AUTORIZ 394226,Transporte
DB CINEPALNET,Ocio
HOMECENTER SAN ISIDRO,Vivienda
RETIRO LABORATORIO ROE,Salud
DB WALMART,Alimentación
PLATZI VISA,Educación
DEBITO AUTOMATICO SEGUROS BOLIVAR,Servicios
ONLINE MASSIMO DUTTI,Compras
COMPRA POS APPLE.COM,Compras
COMPRA POS CINE COLOMBIA,Ocio
ONLINE CARREFOUR,Alimentación
PARAMOUNT PLUS OP158140,Ocio
EBAY REF700301,Compras
FRISBY PE,Alimentación
PAGO CERTIFICACION MX,Educación
PAGO GIRO INTERNACIONAL,Otros
COURSERA COD332663,Educación
COMPRA TC AVIANCA,Transporte
POS SPOTIFY,Ocio
TRX MUSEO INTERACTIVO,Ocio
YOUTUBE PREMIUM SAN ISIDRO,Ocio
AVANTEL APROB889552,Servicios
EL CORRAL CALI,Alimentación
NIKE STORE AUT835587,Compras
ZARA OP422863,Compras
COMPRA POS AMAZON,Compras
COMPRA TC PAGO ARRIENDO,Vivienda
PANADERIA SAN JORGE MASTERCARD,Alimentación
COMPRA POS ENEX,Transporte
MERCADO SHOPS*149526,Compras
CUOTA CONDOMINIO AUT787579,Vivienda
PEAJE RUTA APROB216614,Transporte
COMPRA AVIANCA TIJUANA,Transporte
BAR EL BOTIJON 14/09/24,Ocio
LA COMER #695900,Alimentación
DB YOUTUBE PREMIUM,Ocio
PLAYSTATION STORE VISA,Ocio
JUMBO SAN ISIDRO,Alimentación
CLARO INTERNET MASTERCARD,Servicios
CABIFY SAN ISIDRO,Transporte
GAS NATURAL MIRAFLORES,Servicios
EBAY LA PLATA,Compras
PAGO LIDER,Alimentación
NRO OP 580285 H&M,Compras
EASY CONSTRUCCION MIRAFLORES,Vivienda
CREPES WAFFLES COD694108,Alimentación
CARGO MERCADO SHOPS,Compras
RETIRO HBO MAX,Ocio
NRO OP 929530 CHILIS,Alimentación
VEA SUPERMERCADO #567066,Alimentación
DENTAL PLUS MX,Salud
GAS NATURAL LIMA,Servicios
TEMU VISA,Compras
NRO OP 633238 MCDONALDS,Alimentación
DB PETROPERU,Transporte
COMPRA POS EXITO,Alimentación
GYM SMARTFIT VISA,Ocio
BUS EJECUTIVO NOV,Transporte
BAR EL BOTIJON TARJETA 5474,Ocio
COD CHINA WOK,Alimentación
APP COMISION MANTENIMIENTO CUENTA,Servicios
TRANSFERENCIA VARIOS LIMA,Otros
DIA TARJETA 8247,Alimentación
NORKYS QR,Alimentación
SHELL LATAM,Transporte
CABIFY MIRAFLORES,Transporte
DB OXXO,Alimentación
LA POLAR APROB024112,Compras
ICPNA MIRAFLORES,Educación
ENVIO WESTERN UNION AUTORIZ 400486,Otros
DEBITO AUTOMATICO FERIA DEL LIBRO,Ocio
PAGO ONLINE MOVISTAR,Servicios
TACO BELL PE,Alimentación
DB SPOTIFY,Ocio
REPSOL #988315,Transporte
DEB ENEL,Servicios
TRANSF A KFC,Alimentación
TEATRO MUNICIPAL MAY,Ocio
TELMEX INTERNET*926658,Servicios
SUBWAY OP935414,Alimentación
REPSOL AUT535172,Transporte
COMPRA SURA SEGUROS,Servicios
APP CREPES WAFFLES,Alimentación
TWITCH MIRAFLORES,Ocio
COMPRA POS SUBWAY,Alimentación
LIVERPOOL MASTERCARD,Compras
LIBRERIA GANDHI LIMA,Educación
COMPRA BEMBOS PROVIDENCIA,Alimentación
RETIRO CENTRO MEDICO SAN FELIPE,Salud
CHILIS REF190947,Alimentación
ML*COMPRA LIMA,Compras
TRX CINEPOLIS,Ocio
MERCADO PAGO*NICODEMO,Alimentación
GYM SMARTFIT 11/07/24,Ocio
CENCOSUD VISA,Compras
TOTTUS.COM,Alimentación
POS SWISS MEDICAL,Servicios
STARBUCKS 09/01/24,Alimentación
INMOBILIARIA CENTURY21 AUTORIZ 843701,Vivienda
WEB CLARO SHOP,Compras
TRANSANTIAGO QR,Transporte
PLAZA VEA AUTORIZ 689804,Alimentación
ONLINE AJUSTE CONTABLE,Otros
ONLINE DONACION ONG,Otros
SODIMAC CONSTRUCCION REF812540,Vivienda
HOSPITAL ITALIANO LATAM,Salud
REF MOVISTAR,Servicios
TRANSF A YPF,Transporte
TACO BELL*751628,Alimentación
COMPRA APPLE TV PLUS,Ocio
COMPRA WEB PRESTO,Alimentación
COMPRA POS AUTOPISTA NORTE,Transporte
REF TAXI DATUM,Transporte
COMPRA INTL ADIDAS STORE,Compras
CROSSFIT BOX VISA,Ocio
METRO CDMX COD185895,Transporte
RETIRO CHINA TOWN,Alimentación
FERIA DEL LIBRO REF405253,Ocio
SORIANA APROB341714,Alimentación
PAGO SERV ESTACIONAMIENTO,Transporte
DEB LAZA VESTIR,Compras
BEAT AUT538384,Transporte
APP FARMACIAS DEL AHORRO,Salud
PLATZI*314746,Educación
MOVISTAR VISA,Servicios
COMPRA POS TEATRO MUNICIPAL,Ocio
COMPRA IBERDROLA,Servicios
APP METRO SANTIAGO,Transporte
POS MAKRO,Alimentación
AUTOPISTA NORTE TARJETA 5277,Transporte
REF KARAOKE BOX,Ocio
SAGA FALABELLA SAN ISIDRO,Compras
COMPRA WEB ZARA,Compras
TRX ADMINISTRACION CONJUNTO RESIDENCIAL,Vivienda
NRO OP 327014 DIDI,Transporte
DEPOSITO VARIOS OP074757,Otros
EXITO SAN ISIDRO,Alimentación
PALACIO DE HIERRO JUN,Compras
JUAN VALDEZ ARRGENTINA,Alimentación
DB PRESTO,Alimentación
CLINICA SANNA JUN,Salud
COMPRA INTL TACO BELL,Alimentación
LABORATORIO CLINICO ROCHE VISA,Salud
PAGO ONLINE REPSOL,Transporte
APP ICPNA,Educación
HBO MAX LATAM,Ocio
COD TAXI DATUM,Transporte
APP CHILIS,Alimentación
ALIEXPRESS OCT,Compras
NEQUI*TOMASA,Servicios
EDESUR DIC,Servicios
FARMACIA GUADALAJARA PE,Salud
TRANSF A EDESUR,Servicios
COURSERA CL,Educación
APP BEMBOS,Alimentación
UBER TRIP PE,Transporte
PLAZA VEA AUTORIZ 481146,Alimentación
MAKRO FEB,Alimentación
BEAT #797996,Transporte
PAGO SAGA FALABELLA,Compras
PLAZA VESTIR #850738,Compras
SPOTIFY VISA,Ocio
COPA AIRLINES LIMA,Transporte
ALQUILER DEPARTAMENTO #136863,Vivienda
PLAZA NORTE LATAM,Compras
COD PRIMAX,Transporte
COMPRA LA REBAJA VIRTUAL,Salud
DEB CRUZ VERDE,Salud
COPPLE MIRAFLORES,Compras
ONLINE CHILIS,Alimentación
DB WONGG,Alimentación
AMAZON VISA,Compras
COMPRA INTL ZARA,Compras
PAGO ONLINE FARMACIA SIMILARES,Salud
PAGO ONLINE PLAZA VEA,Alimentación
TRANSF A COMISION MANTENIMIENTO CUENTA,Servicios
SWISS MEDICAL JUL,Servicios
NRO OP 759924 FARMACIA SIMILARES,Salud
COMPRA MIFARMA TOLUCA,Salud
DB DEEZER,Ocio
ONLINE PLAYSTATION STORE,Ocio
CHEDRAUI MAR,Alimentación
APPLE TV PLUS SAN ISIDRO,Ocio
ANALISIS CLINICOS UNIDOS AUTORIZ 106994,Salud
FARMATODO OP077646,Salud
ENTEL STORE,Servicios
GAS NATURAL TARJETA 9162,Servicios
AMZN MKTPLACE 31/01/24,Compras
GAS NATURAL*924548,Servicios
RIPLEY SAN ISIDRO,Compras
PAGO ONLINE PEMEX,Transporte
IN DRIVER*417055,Transporte
TRX TICKETMASTER,Ocio
AVANTEL APROB330771,Servicios
DB TIGO,Servicios
CRUZ DEL SUR LIMA,Transporte
APPLE.COM OP548199,Compras
GAS NATURAL ARGENTINA,Servicios
BITEL APROB761034,Servicios
COMPRA FARMACIA BENAVIDES BARRANQUILLA,Salud
BEAT MASTERCARD,Transporte
CEVICHERIA EL RINCON AUT391761,Alimentación
TAXI DATUM.COM,Transporte
REF BUS EJECUTIVO,Transporte
SURA SEGUROS OP968609,Servicios
SCOOTER MOVO COD404113,Transporte
COMPRA POS BURGER KING,Alimentación
ITUZAINGO PEAJE CO,Transporte
MERCADO PAGO*SALVADOR,Alimentación
PLAZA VEA SHOP STORE,Compras
DB MASSIMO DUTTI,Compras
NRO OP 793658 SUBTE BUENOS AIRES,Transporte
REF LUZ DEL SUR,Servicios
FARMACIA INKAFARMA APROB445197,Salud
UBER EATS.COM,Alimentación
CINEMARK APROB498731,Ocio
TRANSMILENIO SAN ISIDRO,Transporte
REF AUTOPISTA NORTE,Transporte
CARREFOUR MIRAFLORES,Alimentación
CARGO WALMART,Alimentación
GAS NATURAL VISA,Servicios
YPF BUCARAMANGA,Transporte
INDRIVE 05/03/25,Transporte
WOM FIBRA AUT521681,Servicios
MCDONALDS*616253,Alimentación
PARQUE EXPLORA SAN ISIDRO,Ocio
MERCADO LIBRE GUADALAJARA,Compras
CASA DE CAMBIO APROB273617,Otros
TRANSF A TRANSFERENCIA VARIOS,Otros
COMPRA ENEL,Servicios
LABORATORIO ROE OCT,Salud
COMPRA POS ENTEL,Servicios
ONLINE FARMACIA INKAFARMA,Salud
PAGO ARRIENDO COD479902,Vivienda
DOMIINOS PIZZA MAY,Alimentación
CARULLA AUT177503,Alimentación
AUTOPISTA NORTE*437449,Transporte
GASCO CHICLAYO,Servicios
MOVISTAR FIBRA MASTERCARD,Servicios
COMPRA WEB MCDONALDS,Alimentación
ZARA CL,Compras
COD TELMEX INTERNET,Servicios
PRESTO AUTORIZ 306635,Alimentación
COTO #808020,Alimentación
SODIMAC CONSTRUCCION*578704,Vivienda
RETIRO TRANSMILENIO,Transporte
GASCO LIMA,Servicios
MANTTO CONJUNTO VISA,Vivienda
PAGO VARIOS TARJETA 7710,Otros
KFC VISA,Alimentación
PAGO SERV COMISION INTERBANCARIA,Servicios
SPORTLIFE GYM COD508644,Ocio
DEBITO AUTOMATICO CREDITO VIVIENDA,Vivienda
TRANSF A CARREFOUR,Alimentación
WEB METRO CDMX,Transporte
SALCOBRAND SAN ISIDRO,Salud
MERCADO PAGO*CARIDAD,Alimentación
NRO OP 849385 ADMINISTRACION EDIFICIO,Vivienda
WONG TARJETA 7562,Alimentación
CARGO COPPEL,Compras
DEBITO AUTOMATICO CRISTAL,Alimentación
REF D1,Alimentación
ARA MIRAFLORES,Alimentación
ONLINE STEAM GAMES,Ocio
METRO SANTIAGO LATAM,Transporte
REF H&M,Compras
COMPRA INTL MCDONALDS,Alimentación
PRIMAX REF202965,Transporte
PLIN*MARTIRIO,Servicios
NEQUI*JUDITH 761632,Alimentación
DIA AUTORIZ 350267,Alimentación
RIFA BENEFICA LIMA,Otros
MAESTRO HOME CENTER AUTORIZ 418614,Vivienda
COMPRA EL CORRAL COYOACAN,Alimentación
VEA SUPERMERCADO*241963,Alimentación
AJUSTE CONTABLE LATAM,Otros
SALCOBRAND QR,Salud
FARMACIAS DEL AHORRO COD885670,Salud
EDENOR PE,Servicios
EXITO ARGETNINA,Alimentación
AEROMEXICO AUT602837,Transporte
COMPRA INTL HOSPITAL ITALIANO,Salud
NRO OP 900651 RIPLEY,Compras
TRX AT&T MEXICO,Servicios
VTR COLOBIA,Servicios
EDENOR LATAM,Servicios
APP CONSULTORIO DENTAL SONRIE,Salud
CARGO TECNOLOGICO DE MONTERREY,Educación
WEB IBERDROL,Servicios
SODIMAC CONSTRUCCION.COM,Vivienda
COMPRA FARMACIA BENAVIDES CUSCO,Salud
BERSHKA #426210,Compras
APP PAYLESS,Compras
WEB STARBUCKS,Alimentación
RETIRO ADMINISTRACION CONJUNTO RESIDENCIAL,Vivienda
PAGO CLARO SHOP,Compras
CARGO BERSHKA,Compras
BEAT AUTORIZ 397510,Transporte
PAGO SERV IZZI TELECOM,Servicios
IBERDROLA AUT610178,Servicios
COMPRA EDENOR CABA,Servicios
TRANSF A IZZI TELECOM,Servicios
